-65.71065862	-28.6939124	878
-65.62522615	-28.48776841	879
>		880
-65.8159796	-28.4870744	881
-65.95338165	-28.6900885	882
>		883
-67.31357292	-29.1981253	884
-67.2695529	-28.48500083	885
>		886
-65.8159796	-28.4870744	887
-65.60147153	-28.43451819	888
>		889
-65.60147153	-28.43451819	890
-65.62522615	-28.48776841	891
>		892
-68.0153151	-28.40865142	893
-68.6107168	-28.77998397	894
>		895
-68.0153151	-28.40865142	896
-68.06837739	-29.06915005	897
>		898
-70.17001488	-28.39281201	899
-70.51311945	-28.55464698	900
>		901
-70.37471808	-28.69952697	902
-70.17001488	-28.39281201	903
>		904
-67.95006804	-28.36795896	905
-68.0153151	-28.40865142	906
>		907
-67.2695529	-28.48500083	908
-67.03041706	-28.35650994	909
>		910
-67.03041706	-28.35650994	911
-66.78414285	-28.73127505	912
>		913
-71.32336452	-28.57887621	914
-71.17232796	-28.35648522	915
>		916
-68.55354044	-28.51435378	917
-68.58791915	-28.35284302	918
>		919
-68.855598	-28.81638702	920
-68.58899441	-28.34779151	921
>		922
-68.58791915	-28.35284302	923
-68.58899441	-28.34779151	924
>		925
-67.90533408	-28.34665497	926
-67.95006804	-28.36795896	927
>		928
-65.37990372	-28.56652857	929
-65.27520743	-28.3143057	930
>		931
-71.17232796	-28.35648522	932
-71.20338012	-28.29716847	933
>		934
-71.11128312	-28.50066504	935
-71.04617343	-28.28400948	936
>		937
-70.95217392	-28.29184596	938
-71.04617343	-28.28400948	939
>		940
-67.69089002	-28.22820038	941
-67.90533408	-28.34665497	942
>		943
-67.68052525	-28.49391535	944
-67.69089002	-28.22820038	945
>		946
-71.20338012	-28.29716847	947
-71.15569308	-28.22403096	948
>		949
-65.27520743	-28.3143057	950
-65.23713606	-28.1858148	951
>		952
-67.90533408	-28.34665497	953
-67.86608824	-28.16694485	954
>		955
-71.04617343	-28.28400948	956
-71.01284834	-28.16526977	957
>		958
-65.47810903	-28.15797909	959
-65.60147153	-28.43451819	960
>		961
-65.47810903	-28.15797909	962
-65.23713606	-28.1858148	963
>		964
-69.63829092	-28.15589097	965
-70.17001488	-28.39281201	966
>		967
-69.63829092	-28.15589097	968
-69.81706898	-28.64202794	969
>		970
-71.01284834	-28.16526977	971
-71.00196793	-28.12650207	972
>		973
-71.15569308	-28.22403096	974
-71.00167028	-28.12544154	975
>		976
-71.00196793	-28.12650207	977
-71.00167028	-28.12544154	978
>		979
-66.24876412	-28.52426194	980
-66.1309808	-28.11380492	981
>		982
-70.48139292	-28.10731401	983
-70.63846488	-28.56149298	984
>		985
-71.1949248	-28.10135241	986
-71.15569308	-28.22403096	987
>		988
-67.86608824	-28.16694485	989
-67.83975288	-28.04635296	990
>		991
-67.33556496	-28.03192596	992
-67.69089002	-28.22820038	993
>		994
-70.33915008	-27.951525	995
-70.48139292	-28.10731401	996
>		997
-69.85485	-27.90749799	998
-70.17001488	-28.39281201	999
>		1000
-69.63829092	-28.15589097	1001
-69.52125816	-27.88040403	1002
>		1003
-69.63829092	-28.15589097	1004
-68.75114904	-27.812682	1005
>		1006
-68.75114904	-27.812682	1007
-69.25540104	-28.52049402	1008
>		1009
-71.08296156	-27.78139395	1010
-71.08209762	-27.78128794	1011
>		1012
-71.08209762	-27.78128794	1013
-71.1949248	-28.10135241	1014
>		1015
-71.08208388	-27.78124896	1016
-71.08209762	-27.78128794	1017
>		1018
-68.03277084	-27.77841999	1019
-67.95006804	-28.36795896	1020
>		1021
-66.1309808	-28.11380492	1022
-66.15537028	-27.7761594	1023
>		1024
-70.89876792	-27.75879297	1025
-71.08208388	-27.78124896	1026
>		1027
-71.00167028	-28.12544154	1028
-70.89876792	-27.75879297	1029
>		1030
-70.89876792	-27.75879297	1031
-70.73905535	-27.73542315	1032
>		1033
-70.73905535	-27.73542315	1034
-70.73903275	-27.73541984	1035
>		1036
-67.83975288	-28.04635296	1037
-67.83297912	-27.71445501	1038
>		1039
-70.73903275	-27.73541984	1040
-70.41764484	-27.68839299	1041
>		1042
-70.41764484	-27.68839299	1043
-70.95217392	-28.29184596	1044
>		1045
-70.41764484	-27.68839299	1046
-70.19191134	-27.658827	1047
>		1048
-70.19191134	-27.658827	1049
-70.33915008	-27.951525	1050
>		1051
-70.19186004	-27.65872503	1052
-70.19191134	-27.658827	1053
>		1054
-71.05364496	-27.65589408	1055
-71.08296156	-27.78139395	1056
>		1057
-70.19186004	-27.65872503	1058
-70.12730439	-27.65036495	1059
>		1060
-70.9391736	-27.61951572	1061
-71.05364496	-27.65589408	1062
>		1063
-69.52125816	-27.88040403	1064
-69.53993712	-27.61576299	1065
>		1066
-70.12730439	-27.65036495	1067
-69.79991184	-27.60796701	1068
>		1069
-69.79991184	-27.60796701	1070
-70.54950996	-28.51655301	1071
>		1072
-68.58899441	-28.34779151	1073
-68.1427515	-27.58193865	1074
>		1075
-69.53993712	-27.61576299	1076
-69.53926951	-27.5776845	1077
>		1078
-69.79991184	-27.60796701	1079
-69.53920244	-27.57334541	1080
>		1081
-69.53920244	-27.57334541	1082
-69.85485	-27.90749799	1083
>		1084
-69.53920244	-27.57334541	1085
-69.53919341	-27.57334421	1086
>		1087
-69.53926951	-27.5776845	1088
-69.53919341	-27.57334421	1089
>		1090
-69.53919326	-27.57333569	1091
-69.53920244	-27.57334541	1092
>		1093
-69.53919341	-27.57334421	1094
-69.53919326	-27.57333569	1095
>		1096
-68.12150112	-27.545139	1097
-68.75114904	-27.812682	1098
>		1099
-68.1427515	-27.58193865	1100
-68.12150112	-27.545139	1101
>		1102
-68.12150112	-27.545139	1103
-68.03277084	-27.77841999	1104
>		1105
-68.12150112	-27.545139	1106
-68.12123255	-27.54500731	1107
>		1108
-67.16108016	-27.52579197	1109
-67.33556496	-28.03192596	1110
>		1111
-66.33094779	-27.49557063	1112
-67.33556496	-28.03192596	1113
>		1114
-66.15537028	-27.7761594	1115
-66.33094779	-27.49557063	1116
>		1117
-67.91425992	-27.44351703	1118
-67.83297912	-27.71445501	1119
>		1120
-66.20161104	-27.426519	1121
-66.33094779	-27.49557063	1122
>		1123
-66.20208715	-27.41048308	1124
-66.20161104	-27.426519	1125
>		1126
-70.22889396	-27.37688004	1127
-70.41764484	-27.68839299	1128
>		1129
-68.0246593	-27.37031746	1130
-69.53919341	-27.57334421	1131
>		1132
-68.0246593	-27.37031746	1133
-68.12150112	-27.545139	1134
>		1135
-68.01775246	-27.35784903	1136
-68.0246593	-27.37031746	1137
>		1138
-70.23711363	-27.35500919	1139
-70.22889396	-27.37688004	1140
>		1141
-66.20425122	-27.33759434	1142
-66.20208715	-27.41048308	1143
>		1144
-70.73903275	-27.73541984	1145
-70.47333216	-27.324396	1146
>		1147
-67.99188355	-27.31114976	1148
-68.01775246	-27.35784903	1149
>		1150
-67.67371296	-27.29507301	1151
-67.91425992	-27.44351703	1152
>		1153
-67.91425992	-27.44351703	1154
-67.97834109	-27.28926345	1155
>		1156
-67.97894904	-27.28780002	1157
-67.99188355	-27.31114976	1158
>		1159
-67.97834109	-27.28926345	1160
